# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb 18 00:44:33 2017
#
# CONSTRAINT:  where (pl_orbper not null
# CONSTRAINT:  and pl_bmassj not null
# CONSTRAINT:  and pl_radj not null
# CONSTRAINT:  and st_teff not null
# CONSTRAINT:  )
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_name:        Planet Name
#
#rowid,pl_orbper,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_teff,pl_name
1077,11.77600000,0.01200,Mass,0.226,,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,4605.00,Kepler-114 d
1114,18.79592280,0.09400,Mass,0.719,0.30000,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,6150.00,Kepler-117 b
1115,50.79039100,1.84000,Mass,1.101,1.74000,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,6150.00,Kepler-117 c
1150,4.43796290,0.43200,Mass,1.754,0.11000,19h04m58.42s,286.243425,+50d02m25.4s,50.040382,5947.00,Kepler-12 b
1179,56.26800000,0.11300,Mass,0.156,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,6050.00,Kepler-122 f
1256,15.09000000,0.09700,Mass,0.101,,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,6090.00,Kepler-128 b
1257,22.80400000,0.10500,Mass,0.101,,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,6090.00,Kepler-128 c
1293,16.09200000,0.05100,Mass,0.215,6.00000,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,5685.00,Kepler-131 b
1294,25.51690000,0.02600,Mass,0.075,77.70000,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,5685.00,Kepler-131 c
1386,10.31260000,0.00021,Mass,0.047,2.60000,19h21m31.57s,290.381547,+43d17m34.7s,43.292973,3841.00,Kepler-138 b
1387,13.78130000,0.00620,Mass,0.107,6.20000,19h21m31.57s,290.381547,+43d17m34.7s,43.292973,3841.00,Kepler-138 c
1388,23.08810000,0.00201,Mass,0.108,2.10000,19h21m31.57s,290.381547,+43d17m34.7s,43.292973,3841.00,Kepler-138 d
1415,6.79012300,8.40000,Mass,1.136,7.10000,19h10m50.12s,287.708814,+47d19m59.0s,47.333050,6395.00,Kepler-14 b
1477,22.95100000,0.11700,Mass,0.236,,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,6022.00,Kepler-145 b
1478,42.88200000,0.25000,Mass,0.385,,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,6022.00,Kepler-145 c
1541,4.94278200,0.66000,Mass,0.960,0.93000,19h44m48.14s,296.200595,+49d08m24.4s,49.140125,5515.00,Kepler-15 b
1672,228.77600000,0.33300,Mass,0.754,0.96400,19h16m18.17s,289.075710,+51d45m26.8s,51.757439,4450.00,Kepler-16 b
1733,1107.59230000,1.51968,Mass,1.059,,19h52m36.02s,298.150086,+40d39m22.2s,40.656175,6210.00,Kepler-1647 b
1750,1.48571080,2.45000,Mass,1.310,1.35000,19h53m34.87s,298.395274,+47d48m54.0s,47.815006,5781.00,Kepler-17 b
1771,36.85500000,0.00600,Mass,0.259,,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,5942.00,Kepler-177 b
1772,49.41200000,0.02400,Mass,0.633,,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,5942.00,Kepler-177 c
1778,3.50472500,0.02200,Mass,0.178,4.90000,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,5345.00,Kepler-18 b
1779,7.64159000,0.05400,Mass,0.490,0.59000,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,5345.00,Kepler-18 c
1780,14.85888000,0.05200,Mass,0.623,0.27000,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,5345.00,Kepler-18 d
1805,9.28699440,0.06400,Mass,0.197,10.40000,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,5541.00,Kepler-19 b
1833,3.69612190,0.02700,Mass,0.170,6.50000,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,5455.00,Kepler-20 b
1834,10.85409200,0.05100,Mass,0.274,2.91000,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,5455.00,Kepler-20 c
1835,77.61184000,0.06300,Mass,0.245,4.07000,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,5455.00,Kepler-20 d
1836,6.09849300,0.01000,Mass,0.077,,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,5455.00,Kepler-20 e
1837,19.57706000,0.04500,Mass,0.092,,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,5455.00,Kepler-20 f
1863,2.78578000,0.01598,Mass,0.146,6.40000,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,6305.00,Kepler-21 b
1889,289.86230000,0.11300,Mass,0.212,14.70000,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,5518.00,Kepler-22 b
1922,7.10730000,0.80000,Mass,0.170,,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,5828.00,Kepler-23 b
1923,10.74210000,2.70000,Mass,0.285,,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,5828.00,Kepler-23 c
1946,23.65400000,0.53400,Mass,0.500,,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,5751.00,Kepler-238 e
1947,50.44700000,0.04200,Mass,0.178,,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,5751.00,Kepler-238 f
1950,8.14530000,1.60000,Mass,0.214,,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,5897.00,Kepler-24 b
1951,12.33350000,1.60000,Mass,0.250,,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,5897.00,Kepler-24 c
1979,6.23850000,0.03020,Mass,0.242,2.50000,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,6270.00,Kepler-25 b
1980,12.72040000,0.07740,Mass,0.464,0.90000,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,6270.00,Kepler-25 c
2011,12.28000000,0.01611,Mass,0.248,1.26000,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,3914.00,Kepler-26 b
2012,17.25590000,0.01951,Mass,0.243,1.61000,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,3914.00,Kepler-26 c
2038,15.33480000,9.11000,Mass,0.357,,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,5400.00,Kepler-27 b
2039,31.33090000,13.80000,Mass,0.437,,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,5400.00,Kepler-27 c
2056,31.88400000,0.05200,Mass,0.259,,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,6105.00,Kepler-276 c
2057,48.64800000,0.05100,Mass,0.250,,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,6105.00,Kepler-276 d
2058,17.32400000,0.27500,Mass,0.261,,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,5946.00,Kepler-277 b
2059,33.00600000,0.20200,Mass,0.300,,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,5946.00,Kepler-277 c
2063,35.73600000,0.15500,Mass,0.384,,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,6363.00,Kepler-279 c
2064,54.41400000,0.11800,Mass,0.277,,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,6363.00,Kepler-279 d
2065,5.91230000,1.51000,Mass,0.321,,19h28m32.89s,292.137029,+42d25m45.9s,42.429420,4590.00,Kepler-28 b
2066,8.98580000,1.36000,Mass,0.303,,19h28m32.89s,292.137029,+42d25m45.9s,42.429420,4590.00,Kepler-28 c
2073,24.80600000,0.19200,Mass,0.219,,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,5602.00,Kepler-282 d
2074,44.34700000,0.17700,Mass,0.277,,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,5602.00,Kepler-282 e
2090,34.54500000,0.02300,Mass,0.192,4.10000,19h49m51.68s,297.465344,+42d52m58.3s,42.882850,5990.00,Kepler-289 b
2091,125.85180000,0.42000,Mass,1.034,0.47000,19h49m51.68s,297.465344,+42d52m58.3s,42.882850,5990.00,Kepler-289 c
2092,66.06340000,0.01300,Mass,0.239,1.20000,19h49m51.68s,297.465344,+42d52m58.3s,42.882850,5990.00,Kepler-289 d
2093,10.33840000,0.01419,Mass,0.299,0.65000,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,5701.00,Kepler-29 b
2094,13.28840000,0.01259,Mass,0.280,0.70000,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,5701.00,Kepler-29 c
2125,29.33434000,0.03600,Mass,0.348,1.02000,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,5498.00,Kepler-30 b
2126,60.32310500,2.01000,Mass,1.097,1.88000,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,5498.00,Kepler-30 c
2127,143.34394000,0.07300,Mass,0.785,0.19000,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,5498.00,Kepler-30 d
2141,5.48700000,0.03300,Mass,0.321,,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,5100.00,Kepler-305 b
2142,8.29100000,0.01900,Mass,0.294,,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,5100.00,Kepler-305 c
2148,10.42080000,0.02341,Mass,0.217,2.62000,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,5367.00,Kepler-307 b
2149,13.07290000,0.01145,Mass,0.196,1.74000,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,5367.00,Kepler-307 c
2155,42.63180000,4.70000,Mass,0.473,,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,6340.00,Kepler-31 c
2156,87.64510000,6.80000,Mass,0.348,,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,6340.00,Kepler-31 d
2179,5.90124000,4.10000,Mass,0.196,,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,3900.00,Kepler-32 b
2180,8.75220000,0.50000,Mass,0.178,,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,3900.00,Kepler-32 c
2203,34.92100000,0.09000,Mass,0.205,,19h43m14.23s,295.809289,+40d00m30.6s,40.008503,5914.00,Kepler-328 b
2204,71.31200000,0.12400,Mass,0.482,,19h43m14.23s,295.809289,+40d00m30.6s,40.008503,5914.00,Kepler-328 c
2235,9.34100000,0.02700,Mass,0.139,,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,5923.00,Kepler-338 e
2239,288.82200000,0.22000,Mass,0.764,0.61300,19h45m44.60s,296.435821,+44d38m29.6s,44.641560,5913.00,Kepler-34 b
2264,131.45800000,0.12700,Mass,0.728,0.41000,19h37m59.27s,294.496978,+46d41m23.1s,46.689762,5606.00,Kepler-35 b
2266,17.84900000,0.01900,Mass,0.277,,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,6186.00,Kepler-350 c
2267,26.13600000,0.04700,Mass,0.250,,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,6186.00,Kepler-350 d
2290,13.83989000,0.01400,Mass,0.133,7.46000,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,5911.00,Kepler-36 b
2291,16.23855000,0.02500,Mass,0.328,0.89000,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,5911.00,Kepler-36 c
2313,13.36750000,0.03146,Mass,0.029,,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,5417.00,Kepler-37 b
2314,21.30200000,0.03776,Mass,0.067,,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,5417.00,Kepler-37 c
2315,39.79220000,0.03839,Mass,0.173,,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,5417.00,Kepler-37 d
2339,105.59900000,0.38400,Mass,0.384,,19h07m19.28s,286.830353,+42d16m45.1s,42.279205,5623.00,Kepler-38 b
2360,21.08721000,20.10000,Mass,1.240,13.00000,19h47m50.46s,296.960265,+46d02m03.5s,46.034298,6350.00,Kepler-39 b
2373,42.99400000,0.23800,Mass,0.312,,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,5384.00,Kepler-396 b
2374,88.50500000,0.05600,Mass,0.473,,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,5384.00,Kepler-396 c
2383,3.21346000,0.07700,Mass,0.357,1.91000,19h02m27.68s,285.615322,+50d08m08.7s,50.135754,5857.00,Kepler-4 b
2384,6.87349000,2.20000,Mass,1.170,1.68000,19h47m15.29s,296.813690,+47d31m35.8s,47.526608,6510.00,Kepler-40 b
2401,2.42629000,0.02000,Mass,0.128,11.82000,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,5538.00,Kepler-406 b
2402,4.62332000,0.00900,Mass,0.076,24.39000,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,5538.00,Kepler-406 c
2407,1.85555820,0.56000,Mass,1.290,0.33000,19h38m03.17s,294.513229,+45d58m53.9s,45.981644,5750.00,Kepler-41 b
2411,1.72086040,0.94100,Mass,1.341,0.52000,19h04m26.48s,286.110327,+43d40m51.4s,43.680958,5750.00,Kepler-412 b
2412,66.26200000,0.21100,Mass,0.388,3.20000,19h14m02.55s,288.510620,+51d09m44.9s,51.162472,4700.00,Kepler-413 b
2421,86.67856000,1.10000,Mass,1.200,,19h37m44.04s,294.433512,+38d21m19.6s,38.355450,5820.00,Kepler-418 b
2422,69.75460000,2.50000,Mass,0.960,,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,6430.00,Kepler-419 b
2427,86.64766100,1.45000,Mass,0.940,2.10000,19h24m54.04s,291.225180,+44d55m38.6s,44.927383,5520.00,Kepler-420 b
2429,7.89144830,0.43000,Mass,1.150,0.38000,18h50m31.12s,282.629656,+46d19m24.1s,46.323357,5972.00,Kepler-422 b
2430,2.68432850,0.59500,Mass,1.192,0.45900,19h31m25.38s,292.855742,+46d23m28.2s,46.391178,5560.00,Kepler-423 b
2431,3.31186440,1.03000,Mass,0.890,1.94000,19h54m29.97s,298.624890,+48d34m38.8s,48.577454,5460.00,Kepler-424 b
2433,3.79701816,0.25000,Mass,0.978,0.27000,19h21m25.92s,290.358009,+40d34m03.9s,40.567738,5170.00,Kepler-425 b
2434,3.21751883,0.34000,Mass,1.090,0.26000,19h17m44.31s,289.434628,+49d28m24.2s,49.473400,5725.00,Kepler-426 b
2435,10.29099400,0.29000,Mass,1.230,0.16000,19h13m01.10s,288.254580,+43d42m17.5s,43.704868,5800.00,Kepler-427 b
2436,3.52563254,1.27000,Mass,1.080,1.02000,19h22m19.61s,290.581722,+40d34m38.6s,40.577400,5150.00,Kepler-428 b
2437,3.02409490,3.23000,Mass,1.219,5.00000,19h00m57.81s,285.240856,+46d40m05.7s,46.668255,6041.00,Kepler-43 b
2443,52.50112900,5.41000,Mass,1.145,4.46000,19h33m07.73s,293.282206,+48d17m09.2s,48.285900,4995.00,Kepler-432 b
2445,5.33408384,2.82000,Mass,1.450,1.13000,19h50m22.48s,297.593651,+40d58m38.2s,40.977268,6360.00,Kepler-433 b
2446,12.87470990,2.86000,Mass,1.130,2.40000,19h34m20.73s,293.586381,+42d55m44.1s,42.928913,5977.00,Kepler-434 b
2447,8.60015360,0.84000,Mass,1.990,0.13100,19h29m08.96s,292.287328,+43d11m50.2s,43.197281,6161.00,Kepler-435 b
2453,3.24672930,1.00000,Mass,1.090,0.93000,20h00m24.56s,300.102352,+45d45m43.7s,45.762142,5800.00,Kepler-44 b
2469,7.79430132,1.37000,Mass,1.650,0.40000,19h01m04.46s,285.268586,+48d33m36.0s,48.560013,5493.00,Kepler-447 b
2472,2.45523900,0.50500,Mass,0.960,0.80000,19h31m29.50s,292.872900,+41d03m51.3s,41.064261,3820.00,Kepler-45 b
2477,240.50300000,0.00063,Mass,0.553,,18h52m57.91s,283.241297,+46d22m42.5s,46.378471,5527.00,Kepler-453 b
2478,10.57375339,0.02152,Mass,0.211,2.76000,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,5701.00,Kepler-454 b
2481,33.60134000,6.00000,Mass,0.808,14.00000,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,5309.00,Kepler-46 b
2494,49.53200000,2.00000,Mass,0.270,,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,5636.00,Kepler-47 b
2495,303.13700000,28.00000,Mass,0.411,,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,5636.00,Kepler-47 c
2506,4.77800000,0.01240,Mass,0.168,3.23000,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,5194.00,Kepler-48 b
2507,9.67395000,0.04597,Mass,0.242,4.01000,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,5194.00,Kepler-48 c
2508,42.89610000,0.02500,Mass,0.182,5.08000,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,5194.00,Kepler-48 d
2521,7.20379450,0.98000,Mass,0.243,,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,4252.00,Kepler-49 b
2522,10.91293430,0.72000,Mass,0.227,,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,4252.00,Kepler-49 c
2535,3.54846570,2.11100,Mass,1.426,0.40000,19h57m37.68s,299.407009,+44d02m06.2s,44.035046,6297.00,Kepler-5 b
2548,45.15400000,0.00700,Mass,0.633,0.03000,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,6018.00,Kepler-51 b
2549,85.31200000,0.01300,Mass,0.803,0.03000,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,6018.00,Kepler-51 c
2550,130.19400000,0.02400,Mass,0.865,0.04600,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,6018.00,Kepler-51 d
2561,7.87735650,8.70000,Mass,0.187,,19h06m57.13s,286.738033,+49d58m32.7s,49.975750,4263.00,Kepler-52 b
2562,16.38500210,10.41000,Mass,0.164,,19h06m57.13s,286.738033,+49d58m32.7s,49.975750,4263.00,Kepler-52 c
2577,18.64895250,18.41000,Mass,0.258,,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,5858.00,Kepler-53 b
2578,38.55830380,15.74000,Mass,0.283,,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,5858.00,Kepler-53 c
2589,125.63243000,0.97000,Mass,0.747,2.90000,19h56m29.39s,299.122454,+41d52m00.3s,41.866760,5820.00,Kepler-539 b
2591,8.01094340,0.92000,Mass,0.187,,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,4252.00,Kepler-54 b
2592,12.07172490,0.37000,Mass,0.110,,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,4252.00,Kepler-54 c
2605,27.94814490,1.49000,Mass,0.217,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,4503.00,Kepler-55 b
2606,42.15164180,1.11000,Mass,0.197,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,4503.00,Kepler-55 c
2621,10.50160000,0.07000,Mass,0.581,0.44200,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,4840.00,Kepler-56 b
2622,21.40239000,0.57000,Mass,0.874,1.06000,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,4840.00,Kepler-56 c
2635,5.72931960,18.86000,Mass,0.195,,19h34m33.91s,293.641285,+44d39m25.3s,44.657040,5145.00,Kepler-57 b
2636,11.60925670,6.95000,Mass,0.138,,19h34m33.91s,293.641285,+44d39m25.3s,44.657040,5145.00,Kepler-57 c
2647,10.21849540,1.39000,Mass,0.248,,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,6099.00,Kepler-58 b
2648,15.57415680,2.19000,Mass,0.255,,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,6099.00,Kepler-58 c
2660,11.86817070,2.05000,Mass,0.098,,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,6074.00,Kepler-59 b
2661,17.98012350,1.37000,Mass,0.177,,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,6074.00,Kepler-59 c
2672,3.23469960,0.66800,Mass,1.304,0.40000,19h47m20.94s,296.837254,+48d14m23.9s,48.239964,5647.00,Kepler-6 b
2673,7.13340000,0.01318,Mass,0.153,4.62000,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,5905.00,Kepler-60 b
2674,8.91870000,0.01211,Mass,0.170,3.06000,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,5905.00,Kepler-60 c
2675,11.89810000,0.01309,Mass,0.178,2.91000,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,5905.00,Kepler-60 d
2703,5.71493200,0.03000,Mass,0.117,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,4925.00,Kepler-62 b
2704,12.44170000,0.01300,Mass,0.048,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,4925.00,Kepler-62 c
2705,18.16406000,0.04400,Mass,0.174,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,4925.00,Kepler-62 d
2706,122.38740000,0.11300,Mass,0.144,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,4925.00,Kepler-62 e
2707,267.29100000,0.11000,Mass,0.126,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,4925.00,Kepler-62 f
2719,9.43415050,0.37800,Mass,0.545,3.00000,19h16m54.28s,289.226179,+49d32m53.5s,49.548203,5576.00,Kepler-63 b
2776,5.39875000,0.01878,Mass,0.208,2.60000,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,5793.00,Kepler-68 b
2777,9.60504000,0.02265,Mass,0.089,,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,5793.00,Kepler-68 c
2801,4.88548920,0.44100,Mass,1.622,0.14000,19h14m19.56s,288.581516,+41d05m23.3s,41.089800,5933.00,Kepler-7 b
2845,7.34071100,0.63000,Mass,0.960,0.88000,19h32m22.21s,293.092525,+41d21m19.9s,41.355523,6000.00,Kepler-74 b
2856,8.88491160,10.10000,Mass,1.050,11.00000,19h24m33.02s,291.137593,+36d34m38.6s,36.577386,5200.00,Kepler-75 b
2872,1.54492980,2.01000,Mass,1.360,1.10000,19h36m46.11s,294.192118,+39d37m08.4s,39.619003,6409.00,Kepler-76 b
2885,3.57878087,0.43000,Mass,0.960,0.60300,19h18m25.91s,289.607956,+44d20m43.5s,44.345425,5520.00,Kepler-77 b
2898,0.35500000,0.00600,Mass,0.105,5.57000,19h34m58.01s,293.741690,+44d26m54.0s,44.448330,5058.00,Kepler-78 b
2909,13.48450000,0.03430,Mass,0.310,1.43000,20h02m04.11s,300.517131,+44d22m53.7s,44.381580,6174.00,Kepler-79 b
2910,27.40290000,0.01900,Mass,0.332,0.62000,20h02m04.11s,300.517131,+44d22m53.7s,44.381580,6174.00,Kepler-79 c
2911,52.09020000,0.01900,Mass,0.639,0.09000,20h02m04.11s,300.517131,+44d22m53.7s,44.381580,6174.00,Kepler-79 d
2912,81.06590000,0.01300,Mass,0.311,0.53000,20h02m04.11s,300.517131,+44d22m53.7s,44.381580,6174.00,Kepler-79 e
2923,3.52249910,0.59000,Mass,1.416,0.27000,18h45m09.15s,281.288118,+42d27m03.9s,42.451080,6213.00,Kepler-8 b
2924,7.05246000,0.02180,Mass,0.238,1.38000,19h44m27.02s,296.112564,+39d58m43.6s,39.978779,4540.00,Kepler-80 b
2925,9.52355000,0.02121,Mass,0.244,1.22000,19h44m27.02s,296.112564,+39d58m43.6s,39.978779,4540.00,Kepler-80 c
2926,3.07222000,0.02124,Mass,0.136,7.04000,19h44m27.02s,296.112564,+39d58m43.6s,39.978779,4540.00,Kepler-80 d
2927,4.64489000,0.01299,Mass,0.143,3.75000,19h44m27.02s,296.112564,+39d58m43.6s,39.978779,4540.00,Kepler-80 e
3020,114.73635000,1.02000,Mass,1.204,0.72900,19h51m40.05s,297.916877,+46d57m54.5s,46.965130,5600.00,Kepler-87 b
3021,191.23180000,0.02000,Mass,0.548,0.15200,19h51m40.05s,297.916877,+46d57m54.5s,46.965130,5600.00,Kepler-87 c
3053,19.24000000,0.25200,Mass,0.842,0.52400,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,5777.00,Kepler-9 b
3054,38.91000000,0.17100,Mass,0.823,0.38300,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,5777.00,Kepler-9 c
3067,6.24658000,0.81000,Mass,1.367,0.40000,19h02m41.49s,285.672872,+44d07m00.2s,44.116734,4550.00,Kepler-91 b
3078,13.74900000,0.20200,Mass,0.313,,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,5883.00,Kepler-92 b
3079,26.72300000,0.01900,Mass,0.232,,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,5883.00,Kepler-92 c
3092,4.72673978,0.01265,Mass,0.132,6.88000,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,5669.00,Kepler-93 b
3105,2.50806000,0.03400,Mass,0.313,1.45000,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,4781.00,Kepler-94 b
3117,11.52310000,0.04100,Mass,0.305,1.71000,18h57m55.79s,284.482459,+44d23m52.9s,44.398037,5699.00,Kepler-95 b
3129,16.23850000,0.02700,Mass,0.238,2.26000,19h48m16.71s,297.069643,+40d31m30.5s,40.525141,5690.00,Kepler-96 b
3143,2.58664000,0.01100,Mass,0.132,5.44000,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,5779.00,Kepler-97 b
3155,1.54168000,0.01100,Mass,0.178,2.18000,19h02m38.80s,285.661662,+37d57m52.2s,37.964506,5539.00,Kepler-98 b
3166,4.60358000,0.01900,Mass,0.132,10.90000,19h49m24.96s,297.354004,+41d18m00.2s,41.300049,4782.00,Kepler-99 b
3180,3.91405000,0.81000,Mass,0.890,1.40000,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,5000.00,Lupus-TR-3 b
3233,1.21191890,1.39000,Mass,1.363,0.68000,17h56m35.51s,269.147958,-29d32m21.2s,-29.539222,6050.00,OGLE-TR-056 b
3234,3.10127800,0.62000,Mass,1.250,0.40000,17h51m28.25s,267.867708,-29d52m34.9s,-29.876361,5950.00,OGLE-TR-10 b
3236,1.43247520,1.26000,Mass,1.093,1.20000,10h52m24.40s,163.101667,-61d26m48.5s,-61.446806,4790.00,OGLE-TR-113 b
3237,1.68986800,1.18000,Mass,1.200,0.85000,10h50m34.72s,162.644667,-61d57m25.9s,-61.957194,6210.00,OGLE-TR-132 b
3238,3.97910000,1.01000,Mass,1.130,,11h09m18.71s,167.327963,-61d05m42.9s,-61.095257,5924.00,OGLE-TR-182 b
3239,3.67724000,1.03000,Mass,1.360,,10h40m14.39s,160.059951,-62d27m20.2s,-62.455601,6325.00,OGLE-TR-211 b
3240,2.48553350,4.50000,Mass,1.610,,11h07m55.18s,166.979921,-61d08m46.5s,-61.146263,6933.00,OGLE2-TR-L9 b
3242,138.31700000,0.53100,Mass,0.551,,19h52m51.63s,298.215108,+39d57m18.4s,39.955104,6407.00,PH1 b
3244,3.16062960,2.31000,Mass,0.941,,13h34m26.13s,203.608877,-66d34m52.0s,-66.581116,4400.00,POTS-1 b
3254,1.42002420,1.29400,Mass,1.143,1.07600,20h13m31.60s,303.381672,+65d09m43.3s,65.162041,5013.00,Qatar-1 b
3255,1.33711647,2.49400,Mass,1.254,1.57300,13h50m37.41s,207.655866,-06d48m14.5s,-6.804028,4645.00,Qatar-2 b
3270,3.03006500,0.75200,Mass,1.067,0.76900,19h04m09.85s,286.041062,+36d37m57.5s,36.632629,5230.00,TrES-1 b
